,Name,Image,Price,Link
289,Double Curb Chain Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10082/product/p52705611_WiderDoubleCurbBracelet_V.png?1575066134,70,mejuri.com/shop/products/double-curb-chain-bracelet
290,Bold Link Chain Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10087/product/p52705607_WiderBoyfriendBracelet_V.png?1575067263,60,mejuri.com/shop/products/bold-link-chain-bracelet
291,Sliding Spheres Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10571/product/p52705835_SlidingSpheresBracelet_V_asymmetrical.png?1581116406,65,mejuri.com/shop/products/sliding-spheres-bracelet
292,Tarot Star Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10411/product/p52705824_TarotStarBracelet_V_circlefront.png?1579637765,70,mejuri.com/shop/products/tarot-star-bracelet
293,Tarot Sun Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10407/product/p52705827_TarotSunBracelet_V_circlefront.png?1579636687,70,mejuri.com/shop/products/tarot-sun-bracelet
294,Tarot Strength Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10413/product/p52705830_TarotStrengthBracelet_V_circlefront.png?1579638174,70,mejuri.com/shop/products/tarot-strength-bracelet
295,Tarot Moon Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10409/product/p52705821_TarotMoonBracelet_V_circlefront.png?1579637099,70,mejuri.com/shop/products/tarot-moon-bracelet
296,Oversized Organic Pearl Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10197/product/p52705626_FullPearlsBracelet_V.png?1575585049,70,mejuri.com/shop/products/oversized-organic-pearls-bracelet
297,Layered Disc Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10034/product/Moving_Oval_Bracelet2.png?1574716078,85,mejuri.com/shop/products/layered-disc-bracelet
298,Rolo Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9780/product/p52505579_Rolo_Bracelet_YG_TOP.png?1574584985,60,mejuri.com/shop/products/rolo-bracelet
299,Chain Anklet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9905/product/p52705077_Chain_Anklet_YG_TOP.png?1574629788,90,mejuri.com/shop/products/chain-anklet
300,Spheres Anklet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9906/product/p52705078_Spheres_Anklet_YG_TOP.png?1574629811,140,mejuri.com/shop/products/spheres-anklet
301,Italic Cluster Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9294/product/eEngmt2_Italic_Quintet_Peach_Morganite_Ring_YG_Raised.png?1572974764,695,mejuri.com/shop/products/italic-cluster-ring-peach
302,Linear Cluster Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9307/product/eEngmt2_Serif_Quintet_Peach_Morganite_Ring_YG_Raised.png?1573001609,750,mejuri.com/shop/products/linear-cluster-ring-peach
303,Diamonds Cluster Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9352/product/P52704563_DiamondClusterRing__YG_Over.png?1573490117,2150,mejuri.com/shop/products/diamonds-cluster-ring
304,Oval Cut Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9331/product/P52704419_OvalCutPeachMorganiteRing__YG_Over.png?1573489547,675,mejuri.com/shop/products/oval-cut-ring-peach
305,Pear Cut Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9344/product/P52704467_PearCutPeachMorganiteRing__YG_Over.png?1573489884,650,mejuri.com/shop/products/pear-cut-ring-peach
306,Round Cut Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9347/product/P52704515_RoundCutPeachMorganiteRing__YG_Over.png?1573489934,950,mejuri.com/shop/products/round-cut-ring-peach
307,Men’s Diamond Band,https://dto508s2j2p46.cloudfront.net/system/spree/products/10363/product/p52705745_SquareProfilewithAccentStone_Thick_YG_front.png?1579118255,795,mejuri.com/shop/products/mens-diamond-band
308,Men’s Thin Diamond Band,https://dto508s2j2p46.cloudfront.net/system/spree/products/10361/product/p52705721_SquareProfilewithAccentStone_Thin_YG_front.png?1579118230,475,mejuri.com/shop/products/mens-thin-diamond-band
309,Men’s Band,https://dto508s2j2p46.cloudfront.net/system/spree/products/10367/product/p52705696_RoundwithComfortCurve_Thick_YG_front.png?1579118289,525,mejuri.com/shop/products/mens-band
310,Men’s Thin Band,https://dto508s2j2p46.cloudfront.net/system/spree/products/10371/product/p52705672_RoundwithComfortCurve_Thin_YG_front.png?1579118317,375,mejuri.com/shop/products/mens-thin-band
311,Small + Between + Large Hoops,https://dto508s2j2p46.cloudfront.net/system/spree/products/10123/product/small_between_large_hoops_copy.png?1575323564,180,mejuri.com/shop/products/small-between-large-hoops
312,Sphere Studs + Small Hoops,https://dto508s2j2p46.cloudfront.net/system/spree/products/10124/product/sphere_studs___hoops.png?1575408855,90,mejuri.com/shop/products/sphere-studs-small-hoops
313,Twin Hoops + Essential Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/10125/product/twin_hoop___essential_cuf.png?1575323642,200,mejuri.com/shop/products/twin-hoops-essential-cuff
314,Curb Necklace + Diamond Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10076/product/Holiday_Set_4_necklaces_curb___diamond.png?1575058938,540,mejuri.com/shop/products/curb-necklace-diamond-necklace
315,Bold Spheres Necklace + Single Sphere Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10091/product/Holiday_Set_5_YG_necklaces_1_0940_R1.png?1575406356,290,mejuri.com/shop/products/bold-spheres-necklace-single-sphere-necklace
316,Layered Moon Necklace + Sun Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10095/product/Holiday_Set_2_necklaces_layered_moon___sun.png?1575307863,130,mejuri.com/shop/products/layered-moon-necklace-sun-necklace
317,Sapphire Choker + Iris Medallion,https://dto508s2j2p46.cloudfront.net/system/spree/products/10104/product/Holiday_Set_1_necklaces_sapphire_choker___iris_medallion.png?1575308533,105,mejuri.com/shop/products/sapphire-choker-iris-medallion
318,Spheres Bracelet + Bold Spheres Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10108/product/Holiday_Set_8_YG_Bracelets_1_0969_R1.png?1575406450,400,mejuri.com/shop/products/spheres-bracelet-bold-spheres-bracelet
319,Solo Diamond Bracelet + Bold Spheres Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10623/product/SoloDiamond_BoldSpheres_Bracelets_YG.png?1582211942,460,mejuri.com/shop/products/solo-diamond-bracelet-bold-spheres-bracelet
320,Dôme Bracelet + Croissant Dôme Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10122/product/Croissant___Dome_Bracelet.png?1575323500,180,mejuri.com/shop/products/dome-bracelet-croissant-dome-bracelet
321,Slim Signet Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9505/product/p52705071_Slim_Signet_Ring_YG_Front.png?1574472291,170,mejuri.com/shop/products/slim-signet-ring
322,Signet Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9578/product/p52505329_Signet_Ring_YG_Front.png?1574535336,190,mejuri.com/shop/products/signet-ring
323,Mini Signet Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9580/product/p052726_Mini_Signet_Ring_YG_Front.png?1574535425,170,mejuri.com/shop/products/mini-signet-ring
324,Square Signet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10068/product/square-signet-ring-side-cc.png?1574809664,245,mejuri.com/shop/products/square-signet
325,Mini Square Signet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10069/product/squaresignet-gold-MINI-side.png?1574809841,215,mejuri.com/shop/products/mini-square-signet
326,Enamel Square Signet Silver,https://dto508s2j2p46.cloudfront.net/system/spree/products/6459/product/squaresignet-blackenamel-silver.png?1549291061,65,mejuri.com/shop/products/enamel-square-signet-silver
327,Star Signet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10033/product/p52505353_StarSignetRing_YG_front-v2.png?1574716077,60,mejuri.com/shop/products/star-signet
328,Honey Mini Signet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10031/product/p52704666_Honey_Signet_YG_Front.png?1574715889,50,mejuri.com/shop/products/honey-signet
329,Travel Case,https://dto508s2j2p46.cloudfront.net/system/spree/products/10048/product/p52506296_TravelCase_closed.png?1574720943,85,mejuri.com/shop/products/travel-case-beige
330,Jewelry Box,https://dto508s2j2p46.cloudfront.net/system/spree/products/8208/product/p52705058_JewelryBoxBeige_openfull.png?1574720935,150,mejuri.com/shop/products/jewelry-box-beige
